title,url,description,learning_type,duration,course_outline,target_audience
Genesys Cloud CX: Messaging for Agents,https://beyond.genesys.com/explore/course/genesys-cloud-cx-messaging-for-agents,"This course covers the essential elements of message interactions in Genesys Cloud CX. Additionally, you will gain insights into the various messaging channels offered, including their functions, features, and considerations.",Elearning,10 mins,"['Outline the different types of messaging channels and their advantages', 'Handle message interactions on Genesys Cloud CX', 'Define the channel features and considerations', 'Messaging Channel Types for Agents', 'Messaging Interactions Panel', 'Messaging Channel Considerations']",Supervisors; Managers; Business Users; Analysts
Genesys Cloud CX: Digital - Onboarding Guide,https://beyond.genesys.com/explore/course/genesys-cloud-cx-digital-onboarding-guide,This guide will introduce you to the online resources and training that are available as you begin your journey into Genesys Cloud CX Digital.,Elearning,10 mins,"['Explore where to begin with implementing your Genesys Cloud CX Digital platform.', 'Navigate relevant resources to get up to speed quickly.', 'Understand the benefits of additional training through Beyond.']",Administrators; Business Users; Analysts
Genesys Cloud CX: Asynchronous Messaging for Retail,https://beyond.genesys.com/explore/course/genesys-cloud-cx-asynchronous-messaging-for-retail,This eLearning course provides an overview of asynchronous messaging and how retail businesses can use this strategy to further their business goals.,Elearning,35 mins,"['Recognize the elements of an effective async strategy', 'Examine and optimize your async strategy', ""Assess effectiveness by monitoring your strategy's performance"", 'Find additional resources for async messaging', 'The following are the sections covered in this eLearning module:Defining an Effective Async StrategyRefining Your Async Strategy Sustaining Success with Async', 'Defining an Effective Async Strategy', 'Refining Your Async Strategy', 'Sustaining Success with Async']",System Administrators; Administrators; Supervisors; Managers; Business Users
CX Cloud from Genesys and Salesforce - Initial Setup and Configuration,https://beyond.genesys.com/explore/course/cx-cloud-from-genesys-and-salesforce-initial-setup-and-configuration,"This course introduces you to CX Cloud from Genesys and Salesforce and will be a comprehensive guide for the initial setup and configuration of the product. Regardless of your experience, this course will walk you through the installation process step-by-step, ensuring a smooth and hassle-free setup. In addition, this course includes a few tips, tricks, and callbacks to enhance your learning experience and help you complete the installation successfully.",Elearning,80 mins,"['Explain the basic features of CX Cloud from Genesys and Salesforce.', 'List the prerequisites for the initial installation and configuration of the product.', 'Install and configure the Core Services package.', 'Install and configure the Service Cloud Voice package.', 'Create and configure a contact center in Salesforce.', 'Add users and assign permissions in Salesforce.', 'Configure provisional admin settings.']",Administrators; Business Users; Analysts
Genesys Cloud: WEM - Speech and Text Analytics - Improving Transcription Accuracy,https://beyond.genesys.com/explore/course/genesys-cloud-wem-speech-and-text-analytics-improving-transcription-accuracy,"This course explains the factors that affect voice transcription accuracy in Speech and Text Analytics. You will also learn how to improve the accuracy of voice transcriptions with dictionary management and data donation. In addition, this course equips you with the knowledge to troubleshoot common issues.",Elearning,20 mins,"['List the factors affecting transcription accuracy and underlying issues of inaccurate transcriptions.', 'Explain the features of dictionary management and how it enhances transcription accuracy.', 'Explain the importance of adding phrases to topics to increase transcription accuracy.', 'Understand how Extended Voice Transcription Services and data donation improve transcription accuracy.', 'Understanding Transcription Accuracy', 'Dictionary Management', 'Adding Phrases to Topics']",Developers; Administrators; Managers; Business Users; Analysts
Genesys Cloud: AI - Agent Copilot - Agent Usage,https://beyond.genesys.com/explore/course/genesys-cloud-ai-agent-copilot-agent-usage,"This course introduces you to Agent Copilot and how it leverages the power of artificial intelligence (AI) to help in customer service. You will learn about the different features of Agent Copilot and how each feature assists you during an interaction. In addition, you will also see the Copilot in action and learn how to improve the AI-powered suggestions for the forthcoming interactions.",Elearning,20 mins,"['Genesys Cloud: Voice Essentials for Agents', 'Genesys Cloud: Email for Agents', 'Genesys Cloud: Messaging for Agents', 'Genesys Cloud: SMS Basics for Agents', 'Describe the features and functions of Agent Copilot.', 'Use Agent Copilot during customer interactions.', 'Understand how to improve Agent Copilot.', 'The course will cover the following topics:Overview of Agent CopilotAgent Copilot FeaturesAgent Copilot in Action']",Administrators
Genesys Cloud: AI - Agent Copilot - Setup and Configuration,https://beyond.genesys.com/explore/course/genesys-cloud-ai-agent-copilot-setup-and-configuration,"This course introduces you to Genesys Agent Copilot and lays the foundation for its usage. In this course, you will learn about the permissions required to set up and configure Agent Copilot. In addition, this course equips you with the knowledge of creating Agent Copilot from square one.",Elearning,30 mins,"['Genesys Cloud CX: AI/Bots - Knowledge Workbench', 'Genesys Cloud CX: AI/Bots - Knowledge Workbench - Knowledge Optimizer', 'Explain what Agent Copilot is', 'Describe the role of Agent Copilot in a contact center', 'Identify the necessary permissions and roles to use Agent Copilot', 'Create a new Agent Copilot', 'Explain how Agent Copilot benefits the customer and the agent']",Supervisors; Managers; Analysts; IT Professionals
Genesys Cloud: Journey Management - Getting Started Quickly,https://beyond.genesys.com/explore/course/genesys-cloud-journey-management-getting-started-quickly,"This course introduces you to journey analysis samples for Journey Management. You will learn to access, configure, and use these sample analyses with your organization’s data in Journey Analyzer to discover key customer behavior insights within minutes.",Elearning,20 mins,"['Genesys Cloud: Journey Management for the Contact Center', 'Genesys Cloud: Journey Management - Journey Analyzer', 'Describe the journey analysis samples available on AppFoundry.', 'Configure and import the journey analysis samples.', 'Identify the options to customize and calculate the journey analysis samples with your organization’s data.', 'Introduction', 'Importing the Sample Journeys']",IT Professionals
Genesys Cloud: Journey Management - Journey Analyzer Filters and Connector Settings,https://beyond.genesys.com/explore/course/genesys-cloud-journey-management-journey-analyzer-filters-and-connector-settings,This course explains Genesys Cloud Journey Management’s capabilities in refining customer journey analysis. You will learn to utilize Journey Analyzer’s filters and connector settings to customize and refine events and connectors to reflect your unique needs and find the right customer insights.,Elearning,25 mins,"['Describe the importance of filters and connector settings in refining customer journey analysis.', 'Apply event attribute filters on events in a customer journey.', 'Configure a date range for the journey.', 'Use connector settings to set time constraints and secondary actor joins.', 'Importance of Filters and Connector Settings', 'How are Event Level Filters Applied?', 'Adding an Event Attribute Filter']",Agents
Genesys Cloud: AI - Predictive Routing - Performance Reports,https://beyond.genesys.com/explore/course/genesys-cloud-ai-predictive-routing-performance-reports,This course provides an overview of Genesys Cloud AI Predictive Routing performance reports. You will learn how to evaluate the performance of Predictive Routing with the help of Predictive Routing queues views.,Elearning,25 mins,"['Recap the purpose of Genesys Cloud predictive routing.', 'Explain the concept of queue performance with predictive routing.', 'Assess predictive routing queue detail report.', 'Analyze predictive routing queue impact report.', 'Explore predictive model data.']",System Administrators; Administrators; Business Users
Genesys Cloud: WFM - Creating Forecasts,https://beyond.genesys.com/explore/course/genesys-cloud-wfm-creating-forecasts,This course provides a quick tutorial on how to create a short-term forecast.,Elearning,5 mins,[],Agents; Supervisors; Managers
Genesys Cloud: Journey Management - Journey Analyzer,https://beyond.genesys.com/explore/course/genesys-cloud-journey-management-journey-analyzer,This course provides a brief overview of customer journey management and introduces you to the Journey Analyzer feature. It also helps you learn how to use Journey Analyzer to measure and monitor customer behavior.,Elearning,25 mins,"['Discuss customer journey analytics.', 'Explain Journey Management in Genesys Cloud.', 'Outline the features of Journey Analyzer.', 'Visualize simple customer journeys using Journey Analyzer.', 'Customer Journey Analytics', 'Genesys Cloud Journey Management', 'Journey Analyzer Introduction']",System Administrators; Administrators; Business Users
Genesys Cloud: Architect - Journey Flows,https://beyond.genesys.com/explore/course/genesys-cloud-architect-journey-flows,"This course introduces you to the Journey Flows feature in Architect that can be useful in analyzing the customer’s self-service journey. You will also learn how flow milestones and flow outcomes are used to map the customer journey. In addition, you will also learn about the best practices and tips for using Journey Flows.",Elearning,15 mins,"['Visualize customer journeys using Journey Flows.', 'Outline the benefits of Journey Flows.', 'Explain the usage of flow milestones and flow outcomes.', 'Recall the tips for using Journey Flows.', 'Customer Journey Analytics', 'Journey Flows', 'Flow Outcomes and Flow Milestones']",System Administrators; Administrators
Genesys Cloud: WFM - Activity Codes and Work Plans,https://beyond.genesys.com/explore/course/genesys-cloud-wfm-activity-codes-and-work-plans,"Make scheduling easier with properly built work plans in Workforce Management that account for business and legal requirements and your staff's needs. In this course, learn how to set up work plans for simpler scheduling, automate work plan rotations, configure your own activity codes.",Elearning,25 mins,"['Genesys Cloud: Introduction to Workforce Management Configuration', 'Genesys Cloud: WFM - Business Unit and Management Unit ConfigurationGenesys Cloud: Workforce Management - Service Goal Templates and Planning Groups Configuration', 'Genesys Cloud: Workforce Management - Service Goal Templates and Planning Groups Configuration', 'Understand the intricacies of activity codes and work plans and how they work together for agent scheduling in Workforce Management.', 'Create new activity codes.', 'Configure work plans.', 'Combine work plans into automated rotations.', 'Describe the steps to assign work plans.']",Supervisors; Managers
Genesys Cloud: WEM - Speech and Text Analytics - Empathy Analysis,https://beyond.genesys.com/explore/course/genesys-cloud-wem-speech-and-text-analytics-empathy-analysis,Empathy analysis involves evaluating an agent's emotional intelligence and ability to empathize with customers during interactions.,Elearning,15 mins,"['Genesys Cloud CX: WEM - Speech and Text Analytics – Getting Started', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Voice and Digital Transcriptions', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Topic Spotting', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Sentiment Analysis', 'Explain the purpose of the Empathy Analysis feature.', 'Outline the benefits of utilizing empathy score.', 'Apply the formula to calculate the empathy score.', 'Show the steps to enable the Empathy Analysis feature.']",System Administrators; Administrators; Managers; IT Professionals
Genesys Cloud: WFM - Service Goal Templates and Planning Groups Configuration,https://beyond.genesys.com/explore/course/genesys-cloud-wfm-service-goal-templates-and-planning-groups-configuration,"Learn how to create and configure planning groups in Workforce Management. This course will show you how to combine interaction route paths, such as queues, channels, languages, and skill sets, with service goal templates for your scheduling purposes.",Elearning,15 mins,"['Define the usage of service level goal templates and planning groups, and understand their relationship within Workforce Management.', 'Configure a service level goal template.', 'Build planning groups.']",System Administrators; Administrators; Supervisors; Managers; Business Users
Introduction to CX Cloud from Genesys and Salesforce - For Agents,https://beyond.genesys.com/explore/course/introduction-to-cx-cloud-from-genesys-and-salesforce-for-agents,"This course introduces you to the fundamentals of CX Cloud from Genesys and Salesforce and lets you get familiar with the product. You will also learn how to perform essential functions of your day-to-day work. In addition, this course touches upon certain advanced features that agents can use.",Elearning,25 mins,"['Explain the features of the new CX Cloud from Genesys and Salesforce product.', 'Describe the differences between the CTI integration and the new product.', 'Demonstrate how to access CX Cloud in the Salesforce environment.', 'Explain the role of the Omni-Channel widget in the CX Cloud interface.', 'Explain the role of the Genesys Cloud CX Utility widget in the CX Cloud interface.', 'Outline the use of AI and bots in CX Cloud.', 'Introducing CX Cloud from Genesys and Salesforce']",Administrators; Supervisors; Managers
Genesys Cloud: SMS Messaging,https://beyond.genesys.com/explore/course/genesys-cloud-sms-messaging,"The Genesys Cloud: SMS Messaging course explains the setup and configuration of SMS messaging in Genesys Cloud. You will also learn about long and short codes and details about purchasing and managing these codes. In addition, this course provides details about the other SMS features and regulations.",Elearning,30 mins,"['Architect ILT', 'Genesys Cloud: Routing', 'Genesys Cloud: Messaging Overview', 'Genesys Cloud: Web Messaging', 'Recall the purpose and basic capabilities of SMS messaging.', 'Explain the purchasing process and management of SMS long and short codes.', 'SMS OverviewSMS CodesMore on SMS']",System Administrators; Administrators
Genesys Cloud: Work Automation - Supervisor and Agent Usage,https://beyond.genesys.com/explore/course/genesys-cloud-work-automation-supervisor-and-agent-usage,"This course introduces you to the Work Automation feature of Genesys Cloud and explains its primary components. In addition, this course helps supervisors and agents handle contact center operations effectively using Work Automation.",Elearning,35 mins,"['Explain the basics of Work Automation and its purpose.', 'Use the supervisor/administrator Work item List view to filter and manage work items efficiently.', 'Use agent flow and viewing tools to gain context over work items and complete tasks efficiently.', 'Work Automation – An Overview', 'Supervisor/Administrator List View', 'Agent Flow and Viewing Tools']",Agents
Genesys Cloud: Work Automation - Setup and Configuration,https://beyond.genesys.com/explore/course/genesys-cloud-work-automation-setup-and-configuration,"Work Automation enables organizations to capture, assign, automate, and monitor units of work within contact centers and back offices.",Elearning,30 mins,"['Genesys Cloud CX: Contact Center Administration', 'Genesys Cloud CX: Implementation', 'Genesys Cloud CX: Reporting and Analytics', 'Genesys Cloud CX: Architect', 'Explain the basics of Work Automation.', 'Manage the setup and configuration of workbins, custom attributes, worktypes, and their related features.', 'Work Automation: An Introduction']",Agents
Genesys Cloud: WFM - Business Unit and Management Unit Configuration,https://beyond.genesys.com/explore/course/genesys-cloud-wfm-business-unit-and-management-unit-configuration,"Workforce Management (WFM) begins with planning and configuring your business and management units. In this course, we examine the relationship between these units and how to add them to your environment.",Elearning,30 mins,"['Understand how to organize your business in WFM efficiently.', 'Workforce Management.', 'Describe the relationship between business units and management units.', 'Configure business units, including forecasts, scheduling, alternative shifts, and notifications.', 'Set up management units, including scheduling, adherence, time-off, and shift-trading constraints.']",Agents
Genesys Cloud: Quality Management - Evaluating Interactions,https://beyond.genesys.com/explore/course/genesys-cloud-quality-management-evaluating-interactions,"This course introduces you to the quality evaluation process within Genesys Cloud. As a Quality Evaluator, you'll learn how to assess interactions, manage evaluation assignments, resolve disputes, and complete the calibration process. You'll also explore how to navigate Quality Management activity data to monitor evaluation tasks, ensuring consistency, fairness, and alignment with organizational standards.",Elearning,30 mins,"['Evaluate an interaction to assess agent performance.', 'Access Quality Management activity data as Quality Evaluators.', 'Assign evaluations to the appropriate assignees based on availability, expertise, and workflow requirements.', 'Manage evaluation disputes by revising, reassigning, or validating evaluation scores.', 'Complete the calibration process to ensure consistent and unbiased scoring.', 'Why Evaluate an Interaction?Accessing Quality Management Activity Data for EvaluatorsAssigning an Evaluation to an AssigneeManaging Evaluation DisputesPerforming a Calibration', 'Why Evaluate an Interaction?', 'Accessing Quality Management Activity Data for Evaluators']",Supervisors
Genesys Cloud: Quality Management Configuration,https://beyond.genesys.com/explore/course/genesys-cloud-quality-management-configuration,"This course introduces you to the Quality Administrator role in the Quality Management process. You will learn how to assign roles and permissions, enable call recording, create and manage evaluation forms and policies, and manage agents to support quality assurance processes. In addition, the course equips you with the knowledge to access quality management activity data pages relevant for quality administrators—ensuring you're prepared to drive performance, consistency, and compliance across your contact center.",Elearning,45 mins,"['Assign quality management roles and permissions to users to perform quality monitoring and evaluation tasks.', 'Enable call recording at the trunk level to support quality and compliance requirements.', 'Create evaluation forms to measure and improve agent performance.', 'Create policies to streamline evaluations, calibrations, and interactions.', 'Activate and deactivate agents to manage their availability and distribution.', 'Access quality management activity data relevant to quality administrators in Genesys Cloud.', 'Assigning Roles and PermissionsEnabling RecordingCreating an Evaluation FormAssigning an Evaluation to another AssigneeUnderstanding Policy ConceptsActivating and Deactivating AgentsAccessing Quality Management Activity Data for Administrators', 'Assigning Roles and Permissions']",Agents
Genesys Cloud CX: WEM - Speech and Text Analytics - Business Analytics for Speech Data,https://beyond.genesys.com/explore/course/genesys-cloud-cx-wem-speech-and-text-analytics-business-analytics-for-speech-data,"This course helps you analyze Topic data and interactions to fine-tune your business processes. You will learn to use Topic Trends, Flow, Queue, and Agent topics views. In addition, this course will aid you in effectively using Content Search and Interaction Details to obtain the required data from the interactions.",Elearning,45 mins,"['Genesys Cloud CX: WEM - Speech and Text Analytics – Getting Started (Required)', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Sentiment Analysis (Required)', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Topic Spotting (Required)', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Voice and Digital Transcriptions (Required)', 'Genesys Cloud CX: WEM - Speech and Text Analytics - Topic Miner (Required)', 'Explain when and how to use the Topic Trends views.', 'Create Flow topics, Queue topics, and Agent topics views.', 'Demonstrate how to use Content Search.', 'Describe how to use the interactions detail page.']",System Administrators; Administrators
Genesys Cloud: Quality Management - Basics,https://beyond.genesys.com/explore/course/genesys-cloud-quality-management-basics,"This course covers the basic concepts of Quality Management, including but not limited to processes, roles, and key components. You will also learn how to navigate the various views in Genesys Cloud that provide access to Quality Management activity data.",Elearning,10 mins,"['Quality Management Process SummaryQuality Management RolesKey Components of Quality ManagementEvaluation FormsEvaluation AssistanceQuality PoliciesCalibration ProcessEncryption KeysEvaluate an InteractionDispute an EvaluationAbility to Assign an Evaluation to Another AssigneeQuality Management DashboardAccessing Quality Management Data', 'Quality Management Process Summary', 'Quality Management Roles', 'Key Components of Quality Management', 'Accessing Quality Management Data']",System Administrators; Administrators; Business Users
Genesys Cloud CX: WEM - Speech and Text Analytics - Topic Miner,https://beyond.genesys.com/explore/course/genesys-cloud-cx-wem-speech-and-text-analytics-topic-miner,"Topic Miner identifies topics and associated phrases within contact center conversations, which can then be stored for analyzing customer sentiment and tracking topic trends. This feature facilitates the collection of useful insights for an organization to pinpoint areas of improvement, frame enhancement strategies, and deliver improved service.",Elearning,25 mins,"['Genesys Cloud CX: WEM - Speech and Text Analytics – Getting Started (Recommended)', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Sentiment Analysis (Recommended)', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Topic Spotting (Required)', 'Genesys Cloud CX: WEM - Speech and Text Analytics – Voice and Digital Transcriptions (Recommended)', 'Explain the benefits of utilizing Topic Miner.', 'Create a new topic miner session.', 'Create a new topic.', 'Manage the mined phrases effectively.', 'Delete a topic miner session.']",System Administrators; Administrators; Agents; Supervisors; Managers
Genesys Cloud CX: AI/Bots - Build a Digital Bot for Inbound Message Flows,https://beyond.genesys.com/explore/course/genesys-cloud-cx-ai-bots-build-a-digital-bot-for-inbound-message-flows,,,,[],Supervisors; Managers; Business Users; Analysts
Contact Center Basics for Agents,https://beyond.genesys.com/explore/course/contact-center-basics-for-agents,"This course introduces Agents to common contact center technologies, and how they can improve experiences for customers and employees.",Elearning,5 mins,"['How contact center technology can be used to create a positive experience.', 'Basic contact center technology and how it adds value.', 'Interaction-based TechnologiesWorkforce Engagement Management Technologies', 'Interaction-based Technologies', 'Workforce Engagement Management Technologies']",Supervisors; Managers
The Agent's Role in the Contact Center,https://beyond.genesys.com/explore/course/the-agents-role-in-the-contact-center,"This course examines the critical role of an agent in the contact center, providing positive customer experiences with empathy.",Elearning,5 mins,"['How agents make a difference', 'Which traits you can use to be a successful agent', 'How metrics can help you to measure your success', 'How Agents Make a DifferenceTraits of Successful AgentsMeasuring Your Success', 'How Agents Make a Difference', 'Traits of Successful Agents', 'Measuring Your Success']",Supervisors; Managers
Empathy Basics for Agents,https://beyond.genesys.com/explore/course/empathy-basics-for-agents,"This course looks at the impact of empathy displayed by contact center agents, and how to put it into action for better customer experiences.",Elearning,10 mins,"['Contact Center Basics for Agents', ""The Agent's Role in the Contact Center"", 'Describe the differences between empathy and sympathy', 'Identify strategies for demonstrating empathy', 'Identify positive and negative customer experiences', 'Empathy vs. SympathyEmpathy StrategiesIdentifying Empathy in Action', 'Empathy vs. Sympathy', 'Empathy Strategies']",Developers
Genesys Cloud: WEM - Performance Management with Scorecard Insights,https://beyond.genesys.com/explore/course/genesys-cloud-wem-performance-management-with-scorecard-insights,"Insights efficiently highlights the performance management needs of agents. It enables sorting by tracked KPIs in Gamification and allows scheduling, coaching, and learning follow-ups quickly with the agents.",Elearning,15 mins,"['Introduction to Insights', 'Scorecard Insights']",
Genesys Cloud: AI/Bots - Use Knowledge Workbench with Bots,https://beyond.genesys.com/explore/course/genesys-cloud-ai-bots-use-knowledge-workbench-with-bots,,,,[],
CX Cloud from Genesys and Salesforce: Beginner Guide for Agents,https://beyond.genesys.com/explore/course/cx-cloud-from-genesys-and-salesforce-beginner-guide-for-agents,This course introduces CX Cloud from Genesys and Salesforce to the agents and provides a tour of the interface. This course will also act as a reference guide to agents in order to perform their day-to-day contact center activities.,Elearning,15 mins,"['Explain the Genesys Cloud CX utility and Omni-Channel Widget', 'Explain how to handle voice interactions', 'Explain how to handle inbound web message interactions', 'Genesys Cloud CX Utility/Omni-Channel Widget', 'Voice Interactions', 'Inbound Web Message']",
Genesys Cloud: Introduction to Workforce Management Configuration,https://beyond.genesys.com/explore/course/genesys-cloud-introduction-to-workforce-management-configuration,Explore employee engagement and flexibility while automating your staffing process through Genesys Cloud Workforce Management. This course introduces you to the benefits of Workforce Management and its many configuration options.,Elearning,10 mins,[],
Genesys Cloud: Messaging Overview,https://beyond.genesys.com/explore/course/genesys-cloud-messaging-overview,"This course covers the concepts of Genesys Cloud Messaging. You will learn about message routing, flows, and messaging threading timeline. Additionally, you will gain insights into the various messaging channels offered and learn how to work with message interactions.",Elearning,25 mins,"['Genesys Cloud CX – Architect', 'Genesys Cloud CX – Routing', 'Describe Genesys Cloud message routing.', 'Explain asynchronous messages and messaging threading timelines.', 'List messaging channel types.', 'Message Routing', 'Asynchronous Messaging']",
Genesys Cloud: AI/Bots - Bot Insights and Optimizations,https://beyond.genesys.com/explore/course/genesys-cloud-ai-bots-bot-insights-and-optimizations,,,,[],
Genesys Cloud Work Automation - Business Value Overview,https://beyond.genesys.com/explore/course/genesys-cloud-work-automation-business-value-overview,Genesys Cloud Work Automation enables you to handle every customer request by integrating siloed applications in your organization from multiple back-end systems. It combines the power of workflow automation and agent routing to provide consistent end-to-end experiences.,Elearning,10 mins,"['Genesys Cloud CX: Contact Center Administration', 'Genesys Cloud CX: Implementation', 'Genesys Cloud CX: Reporting and Analytics', 'Genesys Cloud CX: Architect', 'Explain the benefits of Work Automation', 'Identify the key components of Work Automation', 'Work Automation - A Comprehensive Look']",
Genesys Cloud: WFM - Monitoring and Adherence,https://beyond.genesys.com/explore/course/genesys-cloud-wfm-monitoring-and-adherence,This course introduces you to the Genesys Cloud Workforce Management (WFM) performance views. You will learn to navigate and utilize the different performance views to monitor your agents’ performance and schedule adherence.,Elearning,25 mins,"['Explain the purpose of the various WFM performance views.', 'Monitor your workforce’s current day performance and real-time schedule adherence using Intraday Monitoring and Real-Time Adherence views.', 'Investigate your workforce’s historical performance, schedule adherence, and activity data using Historical Adherence and Historical Shrinkage views.']",
Genesys Cloud: Journey Management for Contact Center Optimization,https://beyond.genesys.com/explore/course/genesys-cloud-journey-management-for-contact-center-optimization,"This course introduces you to Genesys Cloud Journey Management (GCJM). You will learn about how Journey Flows (in Architect) and Journey Analyzer enable organizations to visualize customer behavior to measure, monitor, and manage end-to-end customer journeys.",Elearning,20 mins,"['Articulate the definition of journey management as a practice.', 'Explain Journey Flows and Journey Analyzer features.', 'Articulate how these features work together to optimize experiences and drive outcomes.', 'Discuss how to use Journey Management features to orchestrate customer experiences.', 'Journey Management Basics', 'Journey Management Features', 'Experience Orchestration']",
Genesys Cloud: WFM - Creating Schedules,https://beyond.genesys.com/explore/course/genesys-cloud-wfm-creating-schedules,"This course will help you understand scheduling with Genesys Cloud Workforce Management (WFM), including ways to create and maintain schedules.",Elearning,25 mins,"['Understand the benefits of scheduling with WFM.', 'Generate schedules with forecasting, as well as create blank schedules.', 'Edit and maintain schedules.']",
Genesys Cloud: AI - Agent Assist - Analytics and Best Practices,https://beyond.genesys.com/explore/course/genesys-cloud-ai-agent-assist-analytics-and-best-practices,"This course recaps the basic concepts of Genesys Agent Assist and the use of the Agent Assist Performance dashboard. You will learn to analyze the dashboard and use data to enhance customer experience. In addition, this course lists the best practices for using Genesys Agent Assist.",Elearning,25 mins,"['Recap the features of Genesys Agent Assist.', 'Understand how to utilize the Agent Assist Performance dashboard.', 'List the best practices to use Genesys Agent Assist.', 'Recap – Genesys Agent AssistAnalyticsBest Practices', 'Recap – Genesys Agent Assist', 'Analytics', 'Best Practices']",
Genesys Cloud: Architect - Flow Outcomes and Flow Milestones,https://beyond.genesys.com/explore/course/genesys-cloud-architect-flow-outcomes-and-flow-milestones,"This course introduces you to flow outcomes and flow milestones in Architect. You will learn how to configure these features, as well as leverage them to visualize customer interactions within Architect flows. In addition, you will learn about dashboards used to track flow outcomes and flow milestones.",Elearning,15 mins,"['Explain the concepts of flow outcomes and flow milestones.', 'Configure flow outcomes and flow milestones.', 'Discuss various methods for tracking flow outcomes and flow milestones.', 'Flow Outcomes and Milestones', 'Scenario to Configure Flow Outcomes and Flow Milestones', 'Creating a Flow Outcome and Flow Milestones', 'Adding a Milestone and Flow Outcomes']",
